amount,hour_of_day,merchant_risk,device_trusted,international,card_present,transactions_last_24h,account_age_days,fraud
454.06,18,high,No,No,Yes,2,1498,1
37.42,21,medium,No,No,No,2,2281,0
186.63,3,low,No,No,Yes,3,1890,0
170.61,3,low,Yes,No,No,3,145,0
49.99,14,medium,Yes,No,Yes,6,2050,1
89.06,7,medium,Yes,Yes,No,0,111,1
53.2,23,medium,Yes,Yes,Yes,3,1215,1
309.52,9,high,No,No,Yes,2,177,1
179.81,6,high,No,Yes,No,5,180,1
10.91,3,low,Yes,No,No,4,2296,0
312.33,7,high,Yes,No,Yes,2,915,0
21.85,3,medium,Yes,Yes,Yes,1,1512,0
191.64,23,medium,Yes,No,Yes,4,964,0
239.03,20,low,Yes,No,Yes,5,1128,0
68.84,6,medium,Yes,No,Yes,4,351,0
59.11,20,high,No,No,No,1,634,1
282.85,1,high,Yes,No,No,6,852,1
227.29,20,medium,Yes,No,Yes,4,1895,0
181.56,9,high,Yes,Yes,Yes,2,89,1
34.93,14,low,Yes,Yes,No,1,2283,0
400.92,16,low,No,Yes,Yes,3,1813,1
101.75,7,low,Yes,No,Yes,7,1375,0
47.51,9,medium,Yes,No,No,1,1077,0
115.25,15,high,No,No,Yes,4,1047,0
82.06,5,low,Yes,No,No,4,1483,0
141.54,21,medium,Yes,Yes,No,4,511,0
146.84,10,medium,No,No,No,3,624,0
285.08,19,medium,Yes,Yes,Yes,2,623,1
221.85,0,high,No,Yes,No,5,886,1
41.73,4,high,Yes,No,Yes,6,849,1
163.02,7,low,Yes,No,Yes,4,1679,0
161.61,6,medium,No,No,No,1,1772,1
256.93,8,low,Yes,No,No,1,2011,0
93.12,4,medium,Yes,Yes,No,1,1128,1
192.95,23,medium,No,Yes,No,4,1682,1
80.39,7,low,No,No,Yes,2,2394,0
96.16,20,low,No,Yes,Yes,6,1653,1
192.57,1,low,Yes,Yes,No,4,856,1
201.83,21,low,No,No,Yes,4,1899,0
99.09,9,high,Yes,No,Yes,1,2019,0
118.17,2,high,Yes,Yes,No,6,2368,1
218.4,16,high,Yes,No,Yes,3,2309,1
452.03,4,medium,Yes,No,No,1,1209,0
155.91,0,medium,Yes,Yes,Yes,2,952,0
353.72,17,low,Yes,No,Yes,6,1469,1
178.06,16,medium,Yes,No,Yes,3,986,0
132.33,21,medium,Yes,No,Yes,3,491,0
142.69,13,medium,Yes,No,Yes,6,878,0
271.37,5,low,Yes,No,Yes,1,473,0
66.12,9,high,Yes,No,Yes,3,1795,0
211.02,8,medium,Yes,No,Yes,1,1817,0
39.3,12,high,Yes,No,Yes,2,1908,0
216.38,6,medium,Yes,No,No,2,1719,1
342.63,6,medium,No,Yes,Yes,2,474,1
42.04,19,medium,Yes,No,Yes,4,264,0
101.72,4,low,No,No,Yes,4,2100,0
448.15,14,high,No,Yes,No,2,2239,1
385.98,16,medium,No,No,No,3,2383,0
192.75,16,high,Yes,No,Yes,3,206,0
115.31,18,medium,No,No,Yes,5,227,0
130.12,23,low,No,No,Yes,4,105,0
272.04,14,low,Yes,Yes,Yes,7,1571,1
455.99,6,low,Yes,No,No,4,159,0
505.22,10,medium,Yes,No,Yes,6,787,0
254.33,11,medium,Yes,No,Yes,4,258,0
54.44,12,medium,Yes,Yes,No,5,1836,1
170.43,12,low,Yes,No,Yes,2,1711,0
64.06,4,low,Yes,Yes,Yes,4,2204,0
211.26,12,medium,No,Yes,No,1,1828,1
18.13,23,low,Yes,No,Yes,3,215,0
255.4,2,low,Yes,No,Yes,3,1966,0
110.92,3,low,Yes,No,Yes,5,2259,0
355.85,21,high,Yes,No,Yes,6,450,1
128.14,14,low,Yes,No,Yes,4,1941,0
540.43,21,medium,Yes,No,No,4,206,0
313.03,23,low,Yes,No,No,3,2366,1
138.64,5,medium,No,No,Yes,3,842,0
171.91,10,low,No,No,Yes,3,2047,0
92.25,17,low,No,Yes,Yes,4,564,0
385.01,10,medium,No,Yes,Yes,3,2032,1
192.89,8,high,No,No,Yes,3,543,1
356.67,19,low,Yes,No,Yes,4,182,0
139.97,5,high,Yes,Yes,Yes,5,1851,1
419.96,3,medium,No,No,No,3,1184,1
147.14,7,low,Yes,No,No,2,519,0
51.09,4,low,Yes,No,No,2,1857,0
151.05,20,low,Yes,Yes,Yes,2,324,0
166.83,20,medium,Yes,No,No,5,2330,0
136.79,17,medium,Yes,No,No,2,1043,0
66.15,3,medium,No,No,No,3,1235,1
176.52,13,high,Yes,No,No,2,1075,0
269.42,16,medium,Yes,No,No,3,1139,0
148.42,19,medium,Yes,Yes,Yes,3,2095,0
266.35,15,low,Yes,No,Yes,3,663,0
288.54,0,low,Yes,No,Yes,2,1323,0
263.64,22,low,No,No,No,3,226,1
66.61,20,high,Yes,No,Yes,2,1003,0
70.41,11,high,Yes,No,No,3,2023,0
298.0,23,medium,Yes,No,Yes,2,1506,0
111.53,5,high,Yes,No,No,2,2222,0
233.67,12,high,No,No,Yes,6,657,0
34.59,13,medium,Yes,No,Yes,6,565,0
352.44,15,medium,No,No,No,3,940,1
231.1,17,high,Yes,No,Yes,6,1876,1
225.78,19,medium,Yes,No,No,4,1111,1
240.83,16,medium,No,No,No,3,2116,1
355.3,2,low,Yes,Yes,No,3,973,1
102.8,17,low,Yes,No,No,4,979,0
183.25,16,medium,Yes,No,Yes,2,1515,0
176.63,17,low,Yes,No,Yes,2,1732,0
353.41,15,medium,Yes,No,Yes,8,2028,1
552.95,18,medium,No,No,Yes,3,71,1
288.32,12,medium,Yes,Yes,Yes,5,840,1
183.67,13,medium,Yes,No,No,6,1508,1
490.51,1,low,Yes,Yes,Yes,1,110,0
417.7,16,low,No,No,Yes,3,45,1
181.05,6,medium,Yes,Yes,No,2,745,1
459.46,8,medium,Yes,No,Yes,4,1648,0
301.65,8,low,Yes,Yes,Yes,3,90,0
26.29,4,high,Yes,Yes,No,2,718,1
223.02,8,high,No,No,No,1,1691,1
31.87,12,high,No,No,Yes,0,1170,0
158.57,10,medium,No,No,Yes,1,683,0
138.35,6,medium,Yes,No,Yes,5,2363,0
178.28,5,low,No,No,Yes,2,2234,1
308.45,17,medium,Yes,No,Yes,1,457,0
163.56,18,medium,Yes,Yes,Yes,3,738,0
74.52,2,medium,Yes,No,Yes,3,2095,0
536.08,21,low,Yes,Yes,No,4,2002,1
67.27,7,medium,Yes,No,No,0,254,0
56.7,9,medium,Yes,Yes,Yes,4,914,0
59.49,12,low,Yes,No,Yes,4,2121,0
571.89,15,high,No,No,No,7,821,1
121.25,5,low,Yes,Yes,No,3,1310,1
129.71,5,high,Yes,No,No,1,1154,0
24.62,21,high,No,No,No,3,2158,1
463.93,8,medium,Yes,Yes,No,3,1317,1
268.42,3,medium,Yes,No,No,5,1900,1
46.16,3,medium,No,No,Yes,4,2256,0
119.23,7,medium,Yes,No,No,1,188,0
81.51,9,medium,Yes,No,No,1,1643,0
100.31,22,medium,No,No,Yes,2,1963,0
266.7,18,medium,Yes,Yes,No,1,1450,0
362.84,11,medium,Yes,No,Yes,5,36,1
314.88,4,medium,Yes,No,No,2,2134,1
144.45,3,medium,No,Yes,No,3,2051,1
155.41,13,low,Yes,No,No,4,1307,0
15.14,5,medium,Yes,No,No,1,2036,0
389.66,9,medium,No,Yes,Yes,4,688,1
87.35,17,low,Yes,No,Yes,0,983,0
26.85,4,high,No,Yes,No,3,271,0
540.95,11,medium,No,No,No,3,1787,1
111.24,0,medium,Yes,Yes,No,2,2287,1
90.21,10,low,Yes,No,Yes,2,1736,0
292.04,6,low,No,Yes,Yes,3,1869,1
279.48,21,medium,Yes,Yes,Yes,5,454,0
84.87,16,high,Yes,No,Yes,1,825,0
63.47,20,low,No,Yes,Yes,0,1597,0
160.14,21,high,Yes,No,Yes,4,1983,1
430.59,13,medium,Yes,No,No,3,1092,0
226.72,21,low,Yes,No,No,7,2145,0
249.15,18,high,No,No,No,1,2077,1
121.92,21,low,Yes,Yes,No,2,2249,0
384.01,0,high,Yes,No,No,2,1571,1
61.38,2,low,No,No,Yes,4,816,0
355.88,13,high,No,No,No,3,1007,1
202.31,18,high,Yes,No,Yes,5,1728,1
315.47,10,low,Yes,No,No,5,25,1
649.78,6,high,Yes,Yes,Yes,3,205,1
103.87,5,medium,No,No,Yes,3,898,0
130.08,18,high,Yes,No,No,1,2122,0
322.58,5,medium,No,No,Yes,3,1300,1
46.7,9,medium,No,Yes,Yes,3,2201,1
372.52,17,medium,No,No,No,5,72,1
194.74,23,low,No,No,Yes,3,544,0
108.13,10,high,Yes,No,No,1,1880,0
241.68,19,medium,Yes,No,No,2,307,0
347.05,0,high,No,No,No,2,68,1
451.97,19,medium,No,No,Yes,1,990,1
120.12,3,low,Yes,Yes,Yes,5,1419,0
109.49,17,medium,Yes,No,Yes,5,543,0
125.54,21,medium,Yes,No,No,2,916,0
158.48,4,medium,Yes,No,Yes,5,41,0
104.6,18,high,Yes,No,Yes,7,1356,1
94.87,21,medium,No,Yes,Yes,5,350,1
272.53,5,high,No,No,No,3,37,1
216.87,6,medium,Yes,No,Yes,3,939,0
156.94,1,medium,Yes,No,Yes,2,2297,1
84.64,6,medium,Yes,No,Yes,1,834,0
426.03,13,low,Yes,No,Yes,5,2297,0
240.47,12,low,Yes,No,Yes,2,388,0
90.24,11,low,Yes,No,Yes,5,137,0
126.97,16,low,Yes,No,No,3,48,0
51.04,8,medium,Yes,No,Yes,3,871,0
375.54,16,low,Yes,Yes,No,4,1581,1
67.47,6,medium,Yes,Yes,No,2,1351,0
117.5,3,medium,Yes,No,Yes,5,1435,0
271.6,2,low,Yes,No,Yes,1,2182,0
532.09,12,high,No,No,No,0,989,1
405.03,15,low,No,No,Yes,3,1887,1
258.74,12,high,Yes,No,No,6,1992,1
237.95,4,high,No,No,No,1,1778,1
401.95,18,low,No,No,Yes,4,2052,1
113.21,19,medium,Yes,No,No,4,351,0
161.37,20,medium,No,Yes,No,4,2308,1
185.08,3,low,Yes,No,Yes,2,335,0
109.82,9,low,Yes,No,No,4,1369,0
144.13,14,medium,Yes,Yes,Yes,4,1261,0
49.91,6,medium,Yes,Yes,Yes,6,285,1
46.32,1,medium,Yes,Yes,Yes,1,323,0
231.32,0,medium,Yes,Yes,No,4,59,1
21.37,22,low,Yes,Yes,Yes,2,2349,0
374.82,19,low,Yes,No,Yes,4,216,0
82.31,18,high,Yes,No,No,1,1541,0
149.09,23,high,No,No,No,4,1181,0
50.78,18,low,Yes,Yes,Yes,2,380,0
220.03,16,high,Yes,No,Yes,6,1704,1
309.98,14,low,No,No,No,1,1790,1
275.26,5,high,Yes,No,No,5,589,1
123.45,5,high,Yes,Yes,Yes,1,1885,0
29.06,5,medium,Yes,No,No,4,426,0
102.05,20,medium,No,No,No,5,2015,0
236.4,4,low,Yes,No,Yes,6,1800,0
195.69,9,low,No,No,No,3,2221,1
397.97,10,medium,Yes,No,Yes,4,2264,0
124.32,3,high,Yes,No,Yes,4,1617,0
373.34,17,low,No,Yes,Yes,6,1078,1
138.1,11,medium,Yes,No,No,1,2071,0
479.1,19,high,Yes,No,Yes,4,1624,1
45.31,2,high,No,No,No,4,1214,1
296.1,3,high,Yes,No,Yes,2,2110,0
76.48,10,low,Yes,No,Yes,2,1979,0
89.84,8,low,Yes,Yes,Yes,2,1215,0
207.88,14,low,No,No,Yes,5,717,0
140.32,9,low,Yes,Yes,Yes,2,225,1
353.06,23,medium,Yes,Yes,Yes,2,2153,1
385.01,13,medium,Yes,No,No,2,1087,1
359.15,12,medium,Yes,No,No,1,833,1
172.99,11,high,Yes,No,Yes,5,1935,0
54.31,2,low,Yes,Yes,Yes,3,1850,0
159.69,12,medium,Yes,No,Yes,4,1222,0
385.84,3,low,Yes,No,Yes,1,1070,0
107.62,3,medium,Yes,No,Yes,6,1431,0
148.09,0,high,No,No,Yes,4,689,1
147.85,5,low,Yes,No,Yes,6,2355,0
166.88,7,medium,Yes,Yes,Yes,7,1609,1
128.53,12,low,Yes,No,No,3,1229,1
93.49,11,high,Yes,No,No,3,1059,0
246.64,4,low,Yes,No,No,1,1712,0
127.68,8,medium,Yes,No,No,5,22,1
190.08,5,high,Yes,No,No,4,1801,1
402.92,17,high,No,No,Yes,4,690,1
311.58,10,low,No,Yes,No,5,795,1
181.78,3,medium,Yes,No,Yes,2,125,1
139.38,21,high,No,No,No,5,1012,1
303.21,12,medium,Yes,No,Yes,0,1721,0
77.03,11,medium,Yes,Yes,No,3,1976,0
164.28,19,medium,Yes,No,Yes,3,124,0
328.59,20,low,Yes,No,Yes,1,2352,0
416.63,10,medium,No,Yes,Yes,3,1637,1
101.87,6,high,Yes,Yes,No,2,2007,1
260.03,11,high,No,No,Yes,5,1127,1
149.73,0,low,No,No,No,9,1530,0
48.69,22,medium,Yes,No,Yes,2,404,0
170.36,9,medium,Yes,Yes,No,2,529,1
156.4,10,high,No,No,Yes,7,2126,0
240.86,10,low,No,No,No,0,2236,0
89.21,12,high,Yes,No,No,1,2276,1
137.62,18,high,Yes,No,No,4,876,0
91.69,23,high,No,No,No,3,1498,0
242.26,14,high,Yes,No,Yes,1,2245,0
154.36,9,low,No,No,No,6,2122,0
132.85,11,medium,Yes,Yes,Yes,3,319,0
157.2,9,low,Yes,No,Yes,4,872,0
52.01,21,low,Yes,No,Yes,3,1093,0
185.27,8,low,No,Yes,Yes,3,185,1
388.34,23,medium,Yes,No,No,4,579,1
188.65,9,medium,No,No,Yes,3,1991,1
195.44,4,high,Yes,No,No,2,449,1
266.97,17,medium,No,No,Yes,4,2336,1
373.1,22,medium,Yes,No,Yes,3,224,1
129.7,1,low,Yes,No,Yes,3,1153,0
134.57,14,medium,Yes,No,Yes,1,1379,0
254.55,8,low,Yes,Yes,Yes,3,97,1
137.63,6,medium,No,No,Yes,3,822,0
169.46,3,medium,Yes,No,No,4,1951,0
212.49,22,medium,Yes,No,Yes,3,586,1
120.05,0,medium,Yes,No,No,1,1418,0
135.9,9,low,Yes,No,No,2,987,0
292.62,23,high,Yes,Yes,Yes,4,1479,1
324.95,16,medium,Yes,No,Yes,3,1934,0
125.76,23,medium,Yes,No,Yes,1,1549,0
135.14,21,medium,Yes,No,Yes,6,421,0
142.91,5,high,No,Yes,No,3,945,1
321.83,5,medium,No,No,Yes,3,844,1
187.06,12,low,Yes,No,No,3,1888,1
329.26,11,low,Yes,No,No,1,103,0
152.94,18,low,Yes,No,No,2,344,0
105.03,5,low,Yes,No,No,2,2372,0
313.23,15,medium,Yes,Yes,Yes,4,858,0
341.92,9,low,Yes,No,Yes,2,870,0
210.62,7,low,Yes,Yes,Yes,6,1467,1
119.56,22,low,No,No,Yes,4,71,0
61.54,23,low,No,Yes,Yes,6,1298,0
190.13,15,medium,No,No,Yes,5,1377,0
169.51,8,medium,No,Yes,Yes,3,597,1
288.64,17,low,No,No,Yes,2,79,0
209.67,10,low,Yes,No,No,3,1753,0
314.42,21,high,Yes,No,No,1,716,1
48.88,9,low,No,No,Yes,1,53,0
386.33,0,high,Yes,No,No,1,1063,1
151.33,18,low,No,No,No,4,615,0
92.13,13,high,Yes,No,Yes,3,2258,0
77.38,16,medium,No,No,Yes,2,1262,0
291.8,2,medium,Yes,Yes,Yes,1,1816,0
449.55,13,high,Yes,No,Yes,3,2101,0
61.82,0,medium,Yes,No,Yes,4,730,0
38.39,5,low,Yes,No,Yes,2,1488,0
140.52,22,medium,No,No,Yes,5,471,0
409.22,13,medium,Yes,No,No,5,448,1
99.55,16,medium,Yes,No,Yes,2,1444,0
84.99,23,low,No,No,Yes,4,1644,0
112.56,2,high,Yes,Yes,No,2,294,1
21.92,19,high,Yes,No,No,5,1542,0
285.33,14,high,No,No,Yes,1,2266,1
181.34,22,medium,Yes,No,No,3,768,0
398.03,11,high,Yes,No,No,2,288,1
485.72,3,high,Yes,Yes,Yes,4,182,1
31.26,14,high,Yes,No,No,5,2128,0
131.89,23,low,Yes,No,Yes,8,1561,0
233.66,17,medium,Yes,No,Yes,2,47,1
30.23,0,low,No,No,No,1,1834,0
50.5,19,high,Yes,No,No,1,1519,0
218.37,1,medium,Yes,Yes,No,4,2157,1
53.61,18,low,Yes,No,No,4,270,0
265.61,5,medium,Yes,Yes,No,6,954,1
179.81,21,low,Yes,Yes,Yes,2,1126,0
389.58,19,medium,Yes,No,No,2,1354,0
